name,dorsal,team,position,age,height,weight,nationality,appearances,substitute_sppearances,total_goals,assists,shots,shots_on_target,fouls_committed,fouls_suffered,yellow_cards,red_cards,ratio_goalshots,ratio_assists_appearances,ratio_total_goalss_appearances,ratio_total_fouls_committed_appearances,ratio_total_fouls_suffered_appearances,ratio_total_yellow_cards_appearances,ratio_total_red_cards_appearances
Alberto Rodríguez,2,alaves,D,23,"1,82",71.55,Spain,11,4,0,0,2,0,10,16,3,1,0.0,0.0,0.0,0.9090909090909091,1.4545454545454546,0.2727272727272727,0.09090909090909091
Rubén Duarte,3,alaves,D,25,"1,55",73.35000000000001,Spain,30,2,1,1,14,2,41,38,5,1,0.5,0.03333333333333333,0.03333333333333333,1.3666666666666667,1.2666666666666666,0.16666666666666666,0.03333333333333333
Rodrigo Ely,4,alaves,D,27,"1,88",82.35000000000001,Brazil,8,2,1,0,4,2,8,2,1,0,0.5,0.0,0.125,1.0,0.25,0.125,0.0
Víctor Laguardia,5,alaves,D,31,"1,85",78.3,Spain,32,2,0,1,8,3,25,12,4,1,0.0,0.03125,0.0,0.78125,0.375,0.125,0.03125
Martín Aguirregabiria,21,alaves,D,25,"1,55",67.5,Spain,26,10,0,1,2,0,23,23,1,0,0.0,0.038461538461538464,0.0,0.8846153846153846,0.8846153846153846,0.038461538461538464,0.0
Florian Lejeune,22,alaves,D,30,"1,88",87.3,France,33,0,1,1,23,5,33,16,10,0,0.2,0.030303030303030304,0.030303030303030304,1.0,0.48484848484848486,0.30303030303030304,0.0
Ximo Navarro,23,alaves,D,31,"1,79",73.35000000000001,Spain,30,3,1,1,14,4,32,34,6,0,0.25,0.03333333333333333,0.03333333333333333,1.0666666666666667,1.1333333333333333,0.2,0.0
Javier López,26,alaves,D,19,"1,82",0.0,Spain,9,8,0,0,1,1,3,3,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
Abdelkabir Abqar,36,alaves,D,22,"1,88",78.3,Morocco,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Hugo Pérez,38,alaves,D,18,"1,88",0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Stephane Paul Keller,39,alaves,D,19,0,0.0,Cameroon,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Vallribera,40,alaves,D,19,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Rodrigo Battaglia,6,alaves,M,29,"1,88",77.4,Argentina,31,2,1,0,17,5,33,30,10,1,0.2,0.0,0.03225806451612903,1.064516129032258,0.967741935483871,0.3225806451612903,0.03225806451612903
Tomás Pina,8,alaves,M,33,"1,82",77.4,Spain,32,2,1,1,10,1,66,29,12,0,1.0,0.03125,0.03125,2.0625,0.90625,0.375,0.0
Édgar Méndez,16,alaves,M,30,"1,88",78.3,Spain,32,7,5,1,33,10,50,49,10,1,0.5,0.03125,0.15625,1.5625,1.53125,0.3125,0.03125
Iñigo Córdoba,17,alaves,M,24,"1,55",75.60000000000001,Spain,10,6,0,0,3,0,9,7,0,0,0.0,0.0,0.0,0.9,0.7,0.0,0.0
Burgui ,18,alaves,M,27,"1,82",73.35000000000001,Spain,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Manu García,19,alaves,M,35,"1,82",72.45,Spain,24,15,0,0,8,0,18,25,8,1,0.0,0.0,0.0,0.75,1.0416666666666667,0.3333333333333333,0.041666666666666664
Pere Pons,20,alaves,M,18,"1,55",68.4,Spain,21,10,2,0,8,4,15,17,1,0,0.5,0.0,0.09523809523809523,0.7142857142857143,0.8095238095238095,0.047619047619047616,0.0
Jota ,24,alaves,M,29,"1,55",68.4,Spain,23,5,0,2,16,2,18,4,3,1,0.0,0.08695652173913043,0.0,0.782608695652174,0.17391304347826086,0.13043478260869565,0.043478260869565216
Sergi García,27,alaves,M,22,0,0.0,Spain,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Blanco,28,alaves,M,21,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Borja Sainz,29,alaves,M,20,"1,79",73.35000000000001,Spain,21,19,1,0,8,4,13,7,1,0,0.25,0.0,0.047619047619047616,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.0
Abdallahi Mahmoud,30,alaves,M,21,0,0.0,Mauritania,2,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Facundo Pellistri,37,alaves,M,19,"1,79",67.5,Uruguay,11,7,0,0,6,2,5,9,0,0,0.0,0.0,0.0,0.45454545454545453,0.8181818181818182,0.0,0.0
Eneko Ortiz,41,alaves,M,17,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Fernando Pacheco,1,alaves,F,21,"1,79",68.4,Peru,37,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.08108108108108109,0.02702702702702703,0.0
Lucas Pérez,7,alaves,F,32,"1,55",81.45,Spain,27,8,4,4,31,13,11,29,1,0,0.3076923076923077,0.14814814814814814,0.14814814814814814,0.4074074074074074,1.0740740740740742,0.037037037037037035,0.0
Joselu ,9,alaves,F,31,"1,95",78.3,Spain,36,2,11,3,86,28,38,74,1,0,0.39285714285714285,0.08333333333333333,0.3055555555555556,1.0555555555555556,2.0555555555555554,0.027777777777777776,0.0
John Guidetti,10,alaves,F,29,"1,85",78.3,Sweden,9,9,1,0,5,1,5,0,1,0,1.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0
Luis Rioja,11,alaves,F,27,"1,79",67.5,Spain,34,9,4,2,23,9,17,27,3,0,0.4444444444444444,0.058823529411764705,0.11764705882352941,0.5,0.7941176470588235,0.08823529411764706,0.0
Deyverson ,14,alaves,F,30,"1,85",77.4,Brazil,27,16,1,3,14,2,15,24,4,0,0.5,0.1111111111111111,0.037037037037037035,0.5555555555555556,0.8888888888888888,0.14814814814814814,0.0
Unai Núñez,3,athletic-bilbao,D,24,"1,85",78.3,Spain,24,2,1,1,11,5,20,11,6,0,0.2,0.041666666666666664,0.041666666666666664,0.8333333333333334,0.4583333333333333,0.25,0.0
Iñigo Martínez,4,athletic-bilbao,D,30,"1,82",75.60000000000001,Spain,28,0,1,0,18,7,30,35,9,1,0.14285714285714285,0.0,0.03571428571428571,1.0714285714285714,1.25,0.32142857142857145,0.03571428571428571
Yeray ,5,athletic-bilbao,D,26,"1,82",77.4,Spain,22,1,1,0,10,1,20,13,6,0,1.0,0.0,0.045454545454545456,0.9090909090909091,0.5909090909090909,0.2727272727272727,0.0
Iñigo Lekue,15,athletic-bilbao,D,28,"1,55",68.4,Spain,17,13,0,0,2,1,16,2,1,0,0.0,0.0,0.0,0.9411764705882353,0.11764705882352941,0.058823529411764705,0.0
Yuri Berchiche,17,athletic-bilbao,D,31,"1,55",77.4,Spain,23,2,1,3,16,6,17,30,3,0,0.16666666666666666,0.13043478260869565,0.043478260869565216,0.7391304347826086,1.3043478260869565,0.13043478260869565,0.0
Óscar de Marcos,18,athletic-bilbao,D,32,"1,82",76.5,Spain,24,7,1,2,6,5,13,5,2,0,0.2,0.08333333333333333,0.041666666666666664,0.5416666666666666,0.20833333333333334,0.08333333333333333,0.0
Ander Capa,21,athletic-bilbao,D,29,"1,79",73.35000000000001,Spain,28,3,2,1,12,6,26,9,5,0,0.3333333333333333,0.03571428571428571,0.07142857142857142,0.9285714285714286,0.32142857142857145,0.17857142857142858,0.0
Peru Nolaskoain,23,athletic-bilbao,D,22,"1,85",80.55,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Mikel Balenziaga,24,athletic-bilbao,D,33,"1,55",75.60000000000001,Spain,22,6,0,1,3,0,16,14,0,0,0.0,0.045454545454545456,0.0,0.7272727272727273,0.6363636363636364,0.0,0.0
Aitor Paredes,38,athletic-bilbao,D,21,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Jon Morcillo,2,athletic-bilbao,M,22,"1,82",71.55,Spain,30,14,2,2,25,8,20,16,3,0,0.25,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.5333333333333333,0.1,0.0
Mikel Vesga,6,athletic-bilbao,M,27,"1,92",82.35000000000001,Spain,29,10,0,1,22,4,39,13,7,0,0.0,0.034482758620689655,0.0,1.3448275862068966,0.4482758620689655,0.2413793103448276,0.0
Ibai Gómez,7,athletic-bilbao,M,31,"1,55",71.55,Spain,12,9,0,1,3,0,2,1,0,0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0
Unai López,8,athletic-bilbao,M,25,"1,73",67.5,Spain,25,11,3,0,24,10,20,20,7,0,0.3,0.0,0.12,0.8,0.8,0.28,0.0
Dani García,14,athletic-bilbao,M,30,"1,55",80.55,Spain,27,6,0,1,6,1,29,22,8,0,0.0,0.037037037037037035,0.0,1.0740740740740742,0.8148148148148148,0.2962962962962963,0.0
Oihan Sancet,16,athletic-bilbao,M,21,"1,88",72.45,Spain,23,13,2,2,18,6,16,17,2,0,0.3333333333333333,0.08695652173913043,0.08695652173913043,0.6956521739130435,0.7391304347826086,0.08695652173913043,0.0
Oier Zarraga,19,athletic-bilbao,M,22,"1,79",75.60000000000001,Spain,5,4,0,0,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Raúl García,22,athletic-bilbao,M,34,"1,82",82.35000000000001,Spain,34,13,5,1,46,14,50,50,6,2,0.35714285714285715,0.029411764705882353,0.14705882352941177,1.4705882352941178,1.4705882352941178,0.17647058823529413,0.058823529411764705
Unai Vencedor,27,athletic-bilbao,M,20,"1,79",70.65,Spain,27,8,0,0,9,0,30,21,6,0,0.0,0.0,0.0,1.1111111111111112,0.7777777777777778,0.2222222222222222,0.0
Beñat Prados,39,athletic-bilbao,M,20,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Julen Bernaola,40,athletic-bilbao,M,22,"1,88",0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Iñaki Williams,9,athletic-bilbao,F,26,"1,85",77.4,Spain,37,10,6,6,53,17,16,36,1,0,0.35294117647058826,0.16216216216216217,0.16216216216216217,0.43243243243243246,0.972972972972973,0.02702702702702703,0.0
Iker Muniain,10,athletic-bilbao,F,28,"1,73",63.45,Spain,28,5,5,3,23,9,17,69,1,0,0.5555555555555556,0.10714285714285714,0.17857142857142858,0.6071428571428571,2.4642857142857144,0.03571428571428571,0.0
Álex Berenguer,12,athletic-bilbao,F,25,"1,79",68.4,Spain,34,8,8,3,48,14,44,43,4,0,0.5714285714285714,0.08823529411764706,0.23529411764705882,1.2941176470588236,1.2647058823529411,0.11764705882352941,0.0
Asier Villalibre,20,athletic-bilbao,F,23,"1,82",86.4,Spain,34,19,4,2,34,13,19,31,1,0,0.3076923076923077,0.058823529411764705,0.11764705882352941,0.5588235294117647,0.9117647058823529,0.029411764705882353,0.0
Iñigo Vicente,26,athletic-bilbao,F,23,"1,55",66.60000000000001,Spain,2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Williams,30,athletic-bilbao,F,19,0,0.0,Spain,2,2,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
José Giménez,2,atletico-madrid,D,26,"1,85",78.3,Uruguay,20,1,0,0,12,4,18,17,5,0,0.0,0.0,0.0,0.9,0.85,0.25,0.0
Renan Lodi,12,atletico-madrid,D,23,"1,79",71.55,Brazil,22,11,1,2,11,3,17,27,2,0,0.3333333333333333,0.09090909090909091,0.045454545454545456,0.7727272727272727,1.2272727272727273,0.09090909090909091,0.0
Stefan Savic,15,atletico-madrid,D,30,"1,88",77.4,Montenegro,33,0,1,0,7,2,27,16,15,0,0.5,0.0,0.030303030303030304,0.8181818181818182,0.48484848484848486,0.45454545454545453,0.0
Felipe ,18,atletico-madrid,D,32,"1,92",76.5,Brazil,30,8,0,0,11,2,28,13,7,0,0.0,0.0,0.0,0.9333333333333333,0.43333333333333335,0.23333333333333334,0.0
Mario Hermoso,22,atletico-madrid,D,25,"1,82",72.45,Spain,30,1,1,1,18,5,28,30,4,0,0.2,0.03333333333333333,0.03333333333333333,0.9333333333333333,1.0,0.13333333333333333,0.0
Kieran Trippier,23,atletico-madrid,D,30,"1,55",70.65,England,27,0,0,6,3,1,29,15,0,0,0.0,0.2222222222222222,0.0,1.0740740740740742,0.5555555555555556,0.0,0.0
Sime Vrsaljko,24,atletico-madrid,D,29,"1,55",75.60000000000001,Croatia,9,3,0,0,0,0,8,4,2,0,0.0,0.0,0.0,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.0
Álvaro García,28,atletico-madrid,D,20,"1,82",0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Ricard Sánchez Sendra,29,atletico-madrid,D,21,"1,79",0.0,Spain,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoffrey Kondogbia,4,atletico-madrid,M,28,"1,88",78.3,Central African Republic,29,20,0,0,8,4,26,23,5,0,0.0,0.0,0.0,0.896551724137931,0.7931034482758621,0.1724137931034483,0.0
Lucas Torreira,5,atletico-madrid,M,25,"1,70",62.550000000000004,Uruguay,19,16,1,0,4,1,9,13,2,0,1.0,0.0,0.05263157894736842,0.47368421052631576,0.6842105263157895,0.10526315789473684,0.0
Koke ,6,atletico-madrid,M,29,"1,55",72.45,Spain,36,3,1,2,17,7,42,44,9,0,0.14285714285714285,0.05555555555555555,0.027777777777777776,1.1666666666666667,1.2222222222222223,0.25,0.0
Saúl Ñíguez,8,atletico-madrid,M,26,"1,82",76.5,Spain,32,11,2,1,32,13,41,14,9,0,0.15384615384615385,0.03125,0.0625,1.28125,0.4375,0.28125,0.0
Marcos Llorente,14,atletico-madrid,M,26,"1,82",72.45,Spain,36,4,12,12,47,21,53,37,6,0,0.5714285714285714,0.3333333333333333,0.3333333333333333,1.4722222222222223,1.0277777777777777,0.16666666666666666,0.0
Héctor Herrera,16,atletico-madrid,M,31,"1,55",67.5,Mexico,15,7,0,1,7,1,9,6,2,0,0.0,0.06666666666666667,0.0,0.6,0.4,0.13333333333333333,0.0
Vitolo ,20,atletico-madrid,M,31,"1,85",77.4,Spain,10,7,0,0,2,0,5,8,1,0,0.0,0.0,0.0,0.5,0.8,0.1,0.0
Yannick Carrasco,21,atletico-madrid,M,27,"1,55",70.65,Belgium,29,5,6,9,42,24,30,33,6,0,0.25,0.3103448275862069,0.20689655172413793,1.0344827586206897,1.1379310344827587,0.20689655172413793,0.0
Antonio Moya,34,atletico-madrid,M,23,"1,55",77.4,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Josep Calavera,39,atletico-madrid,M,21,"1,55",67.5,Spain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Óscar Castro,41,atletico-madrid,M,19,"1,55",72.45,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Adrian Corral,49,atletico-madrid,M,18,0,0.0,Spain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
João Félix ,7,atletico-madrid,F,21,"1,55",62.550000000000004,Portugal,30,16,7,5,39,16,13,46,5,0,0.4375,0.16666666666666666,0.23333333333333334,0.43333333333333335,1.5333333333333334,0.16666666666666666,0.0
Luis Suárez,9,atletico-madrid,F,34,"1,82",85.5,Uruguay,31,2,20,3,100,41,18,38,6,0,0.4878048780487805,0.0967741935483871,0.6451612903225806,0.5806451612903226,1.2258064516129032,0.1935483870967742,0.0
Ángel Correa,10,atletico-madrid,F,26,"1,73",67.5,Argentina,37,9,8,8,52,22,37,28,3,0,0.36363636363636365,0.21621621621621623,0.21621621621621623,1.0,0.7567567567567568,0.08108108108108109,0.0
Thomas Lemar,11,atletico-madrid,F,25,"1,73",61.65,France,27,8,1,3,23,10,15,23,4,0,0.1,0.1111111111111111,0.037037037037037035,0.5555555555555556,0.8518518518518519,0.14814814814814814,0.0
Moussa Dembélé,19,atletico-madrid,F,24,"1,82",72.45,France,5,5,0,0,6,2,2,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Sergio Camello,27,atletico-madrid,F,20,"1,55",67.5,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Mario Soriano Carreno,42,atletico-madrid,F,19,0,0.0,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Sergiño Dest,2,barcelona,D,20,"1,73",61.65,United States,29,7,2,1,14,5,15,10,1,0,0.4,0.034482758620689655,0.06896551724137931,0.5172413793103449,0.3448275862068966,0.034482758620689655,0.0
Gerard Piqué,3,barcelona,D,34,"1,95",73.35000000000001,Spain,18,0,0,0,9,2,13,5,4,0,0.0,0.0,0.0,0.7222222222222222,0.2777777777777778,0.2222222222222222,0.0
Ronald Araújo,4,barcelona,D,22,"1,88",77.4,Uruguay,23,8,2,1,12,4,11,17,2,0,0.5,0.043478260869565216,0.08695652173913043,0.4782608695652174,0.7391304347826086,0.08695652173913043,0.0
Clément Lenglet,15,barcelona,D,25,"1,85",80.55,France,33,4,1,0,12,6,50,32,8,2,0.16666666666666666,0.0,0.030303030303030304,1.5151515151515151,0.9696969696969697,0.24242424242424243,0.06060606060606061
Jordi Alba,18,barcelona,D,32,"1,73",67.5,Spain,34,0,3,5,27,10,18,15,9,0,0.3,0.14705882352941177,0.08823529411764706,0.5294117647058824,0.4411764705882353,0.2647058823529412,0.0
Sergi Roberto,20,barcelona,D,29,"1,55",67.5,Spain,15,6,1,2,5,1,7,10,1,0,1.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.6666666666666666,0.06666666666666667,0.0
Samuel Umtiti,23,barcelona,D,27,"1,82",73.35000000000001,France,12,6,0,0,2,1,13,7,1,0,0.0,0.0,0.0,1.0833333333333333,0.5833333333333334,0.08333333333333333,0.0
Júnior Firpo,24,barcelona,D,24,"1,82",77.4,Spain,6,4,1,1,1,1,6,6,1,0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.0
Óscar Mingueza,28,barcelona,D,22,"1,82",73.35000000000001,Spain,26,4,2,2,11,5,18,16,4,0,0.4,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.6153846153846154,0.15384615384615385,0.0
Santiago Ramos,32,barcelona,D,19,"1,88",71.55,Argentina,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Sergio Busquets,5,barcelona,M,32,"1,88",72.45,Spain,35,4,0,5,3,1,40,57,8,0,0.0,0.14285714285714285,0.0,1.1428571428571428,1.6285714285714286,0.22857142857142856,0.0
Miralem Pjanic,8,barcelona,M,31,"1,55",71.55,Bosnia and Herzegovina,18,12,0,0,15,3,4,10,1,0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.05555555555555555,0.0
Ricard Puig,12,barcelona,M,21,"1,73",54.45,Spain,13,11,1,0,4,2,2,9,1,0,0.5,0.0,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.07692307692307693,0.0
Philippe Coutinho,14,barcelona,M,28,"1,76",67.5,Brazil,12,4,2,2,28,10,9,13,0,0,0.2,0.16666666666666666,0.16666666666666666,0.75,1.0833333333333333,0.0,0.0
Pedri ,16,barcelona,M,18,"1,79",58.5,Spain,37,9,3,3,24,7,15,42,2,0,0.42857142857142855,0.08108108108108109,0.08108108108108109,0.40540540540540543,1.135135135135135,0.05405405405405406,0.0
Matheus Fernandes ,19,barcelona,M,22,"1,82",70.65,Brazil,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Frenkie de Jong,21,barcelona,M,24,"1,55",72.45,Netherlands,36,2,3,4,17,6,22,43,5,0,0.5,0.1111111111111111,0.08333333333333333,0.6111111111111112,1.1944444444444444,0.1388888888888889,0.0
Ilaix Moriba,27,barcelona,M,18,"1,82",0.0,Spain,13,10,1,2,13,3,13,19,1,0,0.3333333333333333,0.15384615384615385,0.07692307692307693,1.0,1.4615384615384615,0.07692307692307693,0.0
Alex Collado,30,barcelona,M,22,"1,55",65.7,Spain,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
Antoine Griezmann,7,barcelona,F,30,"1,79",72.45,France,35,4,12,7,70,33,11,33,4,0,0.36363636363636365,0.2,0.34285714285714286,0.3142857142857143,0.9428571428571428,0.11428571428571428,0.0
Martin Braithwaite,9,barcelona,F,29,"1,55",76.5,Denmark,28,17,2,2,23,7,11,20,3,0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.39285714285714285,0.7142857142857143,0.10714285714285714,0.0
Lionel Messi,10,barcelona,F,33,"1,73",71.55,Argentina,35,2,30,9,194,83,21,99,4,0,0.3614457831325301,0.2571428571428571,0.8571428571428571,0.6,2.8285714285714287,0.11428571428571428,0.0
